YAL051W	YAL016W
YAL051W	YAL034WA
YAL051W	YAL035CA
YAL051W	YAL035W
YAL051W	YAL036C
YAL051W	YBL089W
YAL051W	YBR019C
YAL051W	YBR020W
YAL051W	YBR127C
YAL051W	YBR150C
YAL051W	YBR151W
YAL051W	YBR187W
YAL051W	YBR214W
YAL051W	YCR020CA
YAL051W	YCR081W
YAL051W	YDR048C
YAL051W	YDR207C
YAL051W	YDR208W
YAL051W	YDR256C
YAL051W	YEL011W
YAL051W	YER015W
YAL051W	YGL143C
YAL051W	YGL201C
YAL051W	YGL235W
YAL051W	YGL237C
YAL051W	YGR109C
YAL051W	YGR109WA
YAL051W	YGR109WB
YAL051W	YGR188C
YAL051W	YHL017W
YAL051W	YHR041C
YAL051W	YHR042W
YAL051W	YHR117W
YAL051W	YIL069C
YAL051W	YIL113W
YAL051W	YIL114C
YAL051W	YIL120W
YAL051W	YJL222W
YAL051W	YJR069C
YAL051W	YJR071W
YAL051W	YKL146W
YAL051W	YKL148C
YAL051W	YLR089C
YAL051W	YLR090W
YAL051W	YLR174W
YAL051W	YLR176C
YAL051W	YLR177W
YAL051W	YLR373C
YAL051W	YLR375W
YAL051W	YML072C
YAL051W	YMR043W
YAL051W	YNL299W
YAL051W	YNL321W
YAL051W	YNL322C
YAL051W	YOL083W
YAL051W	YOR042W
YAL051W	YPL016W
YAL051W	YPL017C
YAL051W	YPL262W
YAL051W	YPL263C
YAL051W	YPR148C
YBL005W	YBL006C
YBL005W	YBR008C
YBL005W	YDR011W
YBL005W	YDR072C
YBL005W	YDR406W
YBL005W	YDR415C
YBL005W	YDR416W
YBL005W	YDR468C
YBL005W	YDR469W
YBL005W	YGR281W
YBL005W	YHR064C
YBL005W	YJL219W
YBL005W	YJR007W
YBL005W	YKL077W
YBL005W	YML093W
YBL005W	YML095CA
YBL005W	YML096W
YBL005W	YML097C
YBL005W	YMR193W
YBL005W	YMR258C
YBL005W	YNL258C
YBL005W	YNR007C
YBL005W	YNR008W
YBL005W	YOL083W
YBL005W	YOL156W
YBL005W	YOR148C
YBL005W	YOR153W
YBL005W	YOR233W
YBL005W	YOR328W
YBL054W	YIR030C
YBL103C	YAL062W
YBL103C	YBL043W
YBL103C	YBR104W
YBL103C	YCR005C
YBL103C	YCR018CA
YBL103C	YCR019W
YBL103C	YCR020CA
YBL103C	YCR021C
YBL103C	YCR090C
YBL103C	YCR095C
YBL103C	YCR096C
YBL103C	YCR097W
YBL103C	YCR105W
YBL103C	YCR107W
YBL103C	YDL013W
YBL103C	YDL044C
YBL103C	YDL066W
YBL103C	YDL067C
YBL103C	YDL182W
YBL103C	YDR040C
YBL103C	YDR041W
YBL103C	YDR042C
YBL103C	YDR067C
YBL103C	YDR068W
YBL103C	YDR077W
YBL103C	YDR078C
YBL103C	YDR079W
YBL103C	YDR084C
YBL103C	YDR127W
YBL103C	YDR179C
YBL103C	YDR179WA
YBL103C	YDR210WD
YBL103C	YDR314C
YBL103C	YDR317W
YBL103C	YDR482C
YBL103C	YDR483W
YBL103C	YDR508C
YBL103C	YDR510W
YBL103C	YDR519W
YBL103C	YDR522C
YBL103C	YDR540C
YBL103C	YEL010W
YBL103C	YEL050C
YBL103C	YEL071W
YBL103C	YER002W
YBL103C	YER013W
YBL103C	YER044CA
YBL103C	YER069W
YBL103C	YER129W
YBL103C	YER138C
YBL103C	YFR017C
YBL103C	YGL255W
YBL103C	YGR050C
YBL103C	YGR071C
YBL103C	YGR072W
YBL103C	YGR142W
YBL103C	YGR218W
YBL103C	YGR271CA
YBL103C	YGR272C
YBL103C	YHR018C
YBL103C	YHR161C
YBL103C	YHR162W
YBL103C	YIL056W
YBL103C	YIR029W
YBL103C	YJL088W
YBL103C	YJR011C
YBL103C	YJR109C
YBL103C	YJR110W
YBL103C	YJR148W
YBL103C	YKL067W
YBL103C	YKL071W
YBL103C	YKR004C
YBL103C	YLL004W
YBL103C	YLL005C
YBL103C	YLL015W
YBL103C	YLR049C
YBL103C	YLR082C
YBL103C	YLR130C
YBL103C	YLR140W
YBL103C	YLR141W
YBL103C	YLR266C
YBL103C	YLR267W
YBL103C	YLR302C
YBL103C	YLR304C
YBL103C	YLR316C
YBL103C	YLR318W
YBL103C	YLR397C
YBL103C	YMR019W
YBL103C	YMR098C
YBL103C	YMR135WA
YBL103C	YMR178W
YBL103C	YMR193W
YBL103C	YMR227C
YBL103C	YMR228W
YBL103C	YMR251WA
YBL103C	YNL001W
YBL103C	YNL002C
YBL103C	YNL036W
YBL103C	YNL037C
YBL103C	YNL134C
YBL103C	YNR001C
YBL103C	YNR017W
YBL103C	YOL159C
YBL103C	YOR136W
YBL103C	YOR302W
YBL103C	YOR303W
YBL103C	YPL124W
YBL103C	YPL135W
YBL103C	YPL137C
YBL103C	YPL268W
YBL103C	YPR001W
YBL103C	YPR038W
YBL103C	YPR039W
YBL103C	YPR040W
YBL103C	YPR198W
YBR033W	YEL015W
YBR033W	YEL016C
YBR033W	YJR132W
YBR049C	YAL030W
YBR049C	YAL031C
YBR049C	YAL038W
YBR049C	YAL054C
YBR049C	YBL058W
YBR049C	YBL059CA
YBR049C	YBL059W
YBR049C	YBR019C
YBR049C	YBR020W
YBR049C	YBR095C
YBR049C	YBR096W
YBR049C	YBR170C
YBR049C	YBR171W
YBR049C	YBR236C
YBR049C	YBR237W
YBR049C	YCR012W
YBR049C	YCR032W
YBR049C	YCR042C
YBR049C	YCR094W
YBR049C	YDL045WA
YBR049C	YDL137W
YBR049C	YDL140C
YBR049C	YDL155W
YBR049C	YDL161W
YBR049C	YDL164C
YBR049C	YDL186W
YBR049C	YDL188C
YBR049C	YDL212W
YBR049C	YDL213C
YBR049C	YDL225W
YBR049C	YDL226C
YBR049C	YDR003W
YBR049C	YDR007W
YBR049C	YDR028C
YBR049C	YDR036C
YBR049C	YDR037W
YBR049C	YDR050C
YBR049C	YDR146C
YBR049C	YDR257C
YBR049C	YDR313C
YBR049C	YDR322CA
YBR049C	YDR323C
YBR049C	YDR328C
YBR049C	YDR455C
YBR049C	YDR457W
YBR049C	YDR465C
YBR049C	YDR466W
YBR049C	YEL012W
YBR049C	YEL022W
YBR049C	YEL023C
YBR049C	YER013W
YBR049C	YER025W
YBR049C	YER049W
YBR049C	YER066CA
YBR049C	YER068W
YBR049C	YER086W
YBR049C	YER105C
YBR049C	YER106W
YBR049C	YER156C
YBR049C	YER157W
YBR049C	YFL005W
YBR049C	YFL039C
YBR049C	YGL026C
YBR049C	YGL088W
YBR049C	YGL089C
YBR049C	YGL119W
YBR049C	YGL120C
YBR049C	YGL151W
YBR049C	YGL152C
YBR049C	YGL181W
YBR049C	YGL182C
YBR049C	YGL183C
YBR049C	YGL191W
YBR049C	YGL193C
YBR049C	YGL244W
YBR049C	YGR012W
YBR049C	YGR147C
YBR049C	YGR184C
YBR049C	YGR241C
YBR049C	YGR243W
YBR049C	YGR254W
YBR049C	YHR039CA
YBR049C	YHR040W
YBR049C	YHR146W
YBR049C	YIL022W
YBR049C	YIL023C
YBR049C	YIL075C
YBR049C	YIL108W
YBR049C	YIL109C
YBR049C	YIL112W
YBR049C	YIL148W
YBR049C	YIL149C
YBR049C	YIR002C
YBR049C	YIR003W
YBR049C	YJL001W
YBR049C	YJL002C
YBR049C	YJL105W
YBR049C	YJL148W
YBR049C	YJR007W
YBR049C	YJR085C
YBR049C	YJR086W
YBR049C	YJR087W
YBR049C	YJR090C
YBR049C	YJR097W
YBR049C	YJR098C
YBR049C	YJR099W
YBR049C	YJR100C
YBR049C	YJR101W
YBR049C	YJR122W
YBR049C	YKL025C
YBR049C	YKL058W
YBR049C	YKL059C
YBR049C	YKL072W
YBR049C	YKL081W
YBR049C	YKL082C
YBR049C	YKL104C
YBR049C	YKL146W
YBR049C	YKL148C
YBR049C	YKL182W
YBR049C	YKR015C
YBR049C	YKR016W
YBR049C	YKR068C
YBR049C	YKR069W
YBR049C	YLL040C
YBR049C	YLR032W
YBR049C	YLR223C
YBR049C	YLR224W
YBR049C	YLR378C
YBR049C	YLR380W
YBR049C	YML001W
YBR049C	YML119W
YBR049C	YML120C
YBR049C	YML129C
YBR049C	YMR039C
YBR049C	YMR040W
YBR049C	YMR117C
YBR049C	YMR121C
YBR049C	YMR122WA
YBR049C	YMR182C
YBR049C	YMR182WA
YBR049C	YMR186W
YBR049C	YMR188C
YBR049C	YMR189W
YBR049C	YMR214W
YBR049C	YMR221C
YBR049C	YMR280C
YBR049C	YMR281W
YBR049C	YNL008C
YBR049C	YNL090W
YBR049C	YNL091W
YBR049C	YNL111C
YBR049C	YNL113W
YBR049C	YNL115C
YBR049C	YNL161W
YBR049C	YNL169C
YBR049C	YNL171C
YBR049C	YNL216W
YBR049C	YNL284C
YBR049C	YNR011C
YBR049C	YNR012W
YBR049C	YNR039C
YBR049C	YNR040W
YBR049C	YOL004W
YBR049C	YOL005C
YBR049C	YOL006C
YBR049C	YOL144W
YBR049C	YOL145C
YBR049C	YOR044W
YBR049C	YOR048C
YBR049C	YOR074C
YBR049C	YOR075W
YBR049C	YOR093C
YBR049C	YOR094W
YBR049C	YOR116C
YBR049C	YOR117W
