acrR	acrA	-
acrR	acrB	-
acrR	acrR	-
acrR	micF	-
ada	ada	+-
ada	alkB	+-
ada	alkA	+
ada	aidB	+
adiY	adiA	+
agaR	kbaY	-
agaR	agaB	-
agaR	agaC	-
agaR	agaV	-
agaR	agaS	-
agaR	agaD	-
agaR	agaI	-
agaR	kbaZ	-
agaR	agaR	-
alaS	alaS	-
allR	glxK	-
allR	ybbY	-
allR	allB	-
allR	ybbW	-
allR	ybbV	-
allR	glxR	-
allR	hyi	-
allR	allA	-
allR	allS	-
allR	gcl	-
allS	allE	+
allS	allC	+
allS	allD	+
alpA	intA	+
rpiR	rpiB	-
rpiR	alsC	-
rpiR	alsA	-
rpiR	alsB	-
rpiR	rpiR	-
rpiR	alsE	-
appY	appC	+
appY	yccB	+
appY	appB	+
appY	hyaF	+
appY	hyaE	+
appY	hyaD	+
appY	hyaC	+
appY	hyaB	+
appY	hyaA	+
appY	appA	+
araC	araC	+-
araC	araB	+-
araC	araA	+-
araC	araD	+-
araC	araE	+
araC	araF	+
araC	xylB	-
araC	araH	+
araC	araJ	+
araC	xylA	-
araC	araG	+
arcA	moeB	+
arcA	cydA	+
arcA	cydB	+
arcA	cyoA	-
arcA	cyoB	-
arcA	cyoC	-
arcA	cyoD	-
arcA	cyoE	-
arcA	fadA	-
arcA	fadB	-
arcA	fadL	-
arcA	fnr	-
arcA	fumA	-
arcA	fumB	+
arcA	fumC	-
arcA	glpA	-
arcA	glpB	-
arcA	glpC	-
arcA	glpD	-
arcA	gltA	-
arcA	hemA	+
arcA	hyaA	+
arcA	hyaB	+
arcA	hyaC	+
arcA	hyaD	+
arcA	hyaE	+
arcA	hyaF	+
arcA	icd	-
arcA	rpoS	-
arcA	lpd	-
arcA	mdh	-
arcA	ndh	+
arcA	oppA	-
arcA	oppB	-
arcA	oppC	-
arcA	oppD	-
arcA	oppF	-
arcA	pflB	+
arcA	prfA	+
arcA	nuoH	-
arcA	nuoI	-
arcA	nuoJ	-
arcA	nuoK	-
arcA	nuoL	-
arcA	nuoN	-
arcA	treB	+
arcA	gadX	+
arcA	acnB	-
arcA	gatA	-
arcA	gatB	-
arcA	gatC	-
arcA	gatD	-
arcA	gatY	-
arcA	prmC	+
arcA	puuR	-
arcA	caiE	+
arcA	dctA	-
arcA	glcB	-
arcA	xylR	+
arcA	gadA	+
arcA	glcF	-
arcA	fadE	-
arcA	ybdN	+
arcA	dcuC	+
arcA	rutG	+
arcA	rutF	+
arcA	rutE	+
arcA	rutD	+
arcA	rutC	+
arcA	rutB	+
arcA	rutA	+
arcA	iraM	+
arcA	puuA	-
arcA	puuD	-
arcA	tpx	-
arcA	gatZ	-
arcA	fadJ	-
arcA	fadI	-
arcA	glcA	-
arcA	glcG	-
arcA	glcE	-
arcA	glcD	-
arcA	hybO	-
arcA	yccB	+
arcA	cydC	+
arcA	aceA	-
arcA	aceB	-
arcA	aceE	-
arcA	aceF	-
arcA	aceK	-
arcA	ackA	+
arcA	aldA	-
arcA	appA	+
arcA	betA	-
arcA	betB	-
arcA	betI	-
arcA	betT	-
arcA	cadA	-
arcA	cadB	-
arcA	moeA	+
arcA	ptsG	-
arcA	rplB	-
arcA	rplC	-
arcA	rplD	-
arcA	rplP	-
arcA	rplV	-
arcA	rplW	-
arcA	rpmC	-
arcA	rpsC	-
arcA	rpsJ	-
arcA	rpsQ	-
arcA	rpsS	-
arcA	sdhA	+-
arcA	sdhB	+-
arcA	sdhC	+-
arcA	sdhD	+-
arcA	sodA	-
arcA	ssb	-
arcA	sucA	+-
arcA	sucB	+-
arcA	sucC	+-
arcA	sucD	+-
arcA	uvrA	-
arcA	focA	+
arcA	rhaT	-
arcA	acnA	-
arcA	ubiC	-
arcA	ubiA	-
arcA	appB	+
arcA	appC	+
arcA	treC	+
arcA	cydD	+
arcA	fadD	-
arcA	caiD	+
arcA	caiC	+
arcA	caiB	+
arcA	caiA	+
arcA	caiT	+
arcA	ydeA	-
arcA	nuoM	-
arcA	nuoF	-
arcA	yfiD	+
arcA	hybA	-
arcA	hybB	-
arcA	hybC	-
arcA	hybD	-
arcA	hybE	-
arcA	hybF	-
arcA	hybG	-
arcA	lldP	-
arcA	lldR	-
arcA	lldD	-
arcA	nuoA	-
arcA	nuoB	-
arcA	nuoC	-
arcA	nuoE	-
arcA	nuoG	-
argP	recF	+
argP	nrdB	+
argP	nrdA	+
argP	dnaN	+
argP	dnaA	+
argP	dapB	+
argP	argO	+
argR	argA	-
argR	gltF	-
argR	argE	-
argR	argH	-
argR	rimP	-
argR	rbfA	-
argR	truB	-
argR	rpsO	-
argR	pnp	-
argR	nusA	-
argR	infB	-
argR	hisP	-
argR	gltD	-
argR	gltB	-
argR	carB	-
argR	artP	-
argR	artI	-
argR	artQ	-
argR	artM	-
argR	artJ	-
argR	hisJ	-
argR	hisQ	-
argR	metY	-
argR	astE	+
argR	astB	+
argR	astD	+
argR	astA	+
argR	astC	+
argR	hisM	-
argR	argB	-
argR	argC	-
argR	argD	-
argR	argF	-
argR	argG	-
argR	argI	-
argR	argR	-
argR	carA	-
arsR	arsR	-
